opt	Cancer	clinical	prequel	found_clinical	caught	s_survival	c_survival	original_survivors	shifted_survivors	original_deaths	shifted_deaths	screen_interval	dw_scenario	scan	mode_found	aggressive
1	Breast	3	2	1	5.873188703015202	0.9286	0.7653	4.494751314417535	5.453843029619917	1.3784373885976682	0.41934567339528556	1	1	incident	cfdna	VSlow
1	Breast	3	3	1	5.799366231088705	0.7653	0.7653	4.4382549766521855	4.4382549766521855	1.3611112544365191	1.3611112544365191	1	1	incident	cfdna	VSlow
1	Breast	3	3	2	5.360224564697696	0.7653	0.7653	4.102179859363146	4.102179859363146	1.2580447053345494	1.2580447053345494	1	1	incident	soc	VSlow
1	Breast	4	1	1	0.46301593437217287	0.9824	0.273	0.1264033500836032	0.45486685392722265	0.33661258428856966	0.008149080444950219	1	1	incident	cfdna	VSlow
1	Breast	4	2	1	3.262882612786223	0.9286	0.273	0.8907669532906389	3.0299127942332866	2.372115659495584	0.2329698185529364	1	1	incident	cfdna	VSlow
1	Breast	4	3	1	4.010964368996734	0.7653	0.273	1.0949932727361085	3.0695910315932005	2.9159710962606256	0.9413733374035336	1	1	incident	cfdna	VSlow
1	Breast	4	4	1	0.9462950200191863	0.273	0.273	0.25833854046523785	0.25833854046523785	0.6879564795539485	0.6879564795539485	1	1	incident	cfdna	VSlow
1	Breast	4	4	2	1.242513275309857	0.273	0.273	0.33920612415959095	0.33920612415959095	0.9033071511502659	0.9033071511502659	1	1	incident	soc	VSlow
1	Cervix	1	1	1	0.5138092550545407	0.9089	0.9089	0.46700123191907206	0.46700123191907206	0.046808023135468634	0.046808023135468634	1	1	incident	cfdna	VSlow
1	Cervix	1	1	2	1.809025527554155	0.9089	0.9089	1.6442233019939714	1.6442233019939714	0.16480222556018342	0.16480222556018342	1	1	incident	soc	VSlow
1	Cervix	2	1	1	0.2535369466542108	0.9089	0.7295	0.18495520258424678	0.2304397308140122	0.068581744069964	0.023097215840198592	1	1	incident	cfdna	VSlow
1	Cervix	2	2	1	0.6494725775598925	0.7295	0.7295	0.47379024532994163	0.47379024532994163	0.1756823322299509	0.1756823322299509	1	1	incident	cfdna	VSlow
1	Cervix	2	2	2	0.17584264969894003	0.7295	0.7295	0.12827721295537675	0.12827721295537675	0.047565436743563276	0.047565436743563276	1	1	incident	soc	VSlow
1	Cervix	3	1	1	0.36736986147855033	0.9089	0.5202	0.19110580194114188	0.3339024670978544	0.17626405953740845	0.03346739438069592	1	1	incident	cfdna	VSlow
1	Cervix	3	2	1	1.0580975777910013	0.7295	0.5202	0.5504223599668789	0.7718821829985355	0.5076752178241224	0.2862153947924658	1	1	incident	cfdna	VSlow
1	Cervix	3	3	1	0.08708562453259898	0.5202	0.5202	0.04530194188185799	0.04530194188185799	0.04178368265074099	0.04178368265074099	1	1	incident	cfdna	VSlow
1	Cervix	3	3	2	0.05068171880654506	0.5202	0.5202	0.02636463012316474	0.02636463012316474	0.02431708868338032	0.02431708868338032	1	1	incident	soc	VSlow
1	Cervix	4	1	1	0.32080185086859325	0.9089	0.1835	0.05886713963438686	0.2915768022544644	0.2619347112342064	0.02922504861412883	1	1	incident	cfdna	VSlow
1	Cervix	4	2	1	0.9239725327189027	0.7295	0.1835	0.16954895975391865	0.6740379626184395	0.7544235729649841	0.24993457010046313	1	1	incident	cfdna	VSlow
1	Cervix	4	3	1	0.09467178926086917	0.5202	0.1835	0.01737227332936949	0.04924826477350414	0.07729951593149967	0.04542352448736502	1	1	incident	cfdna	VSlow
1	Cervix	4	4	1	0.011081608790919161	0.1835	0.1835	0.002033475213133666	0.002033475213133666	0.009048133577785495	0.009048133577785495	1	1	incident	cfdna	VSlow
1	Cervix	4	4	2	0.014550479230281028	0.1835	0.1835	0.002670012938756569	0.002670012938756569	0.01188046629152446	0.01188046629152446	1	1	incident	soc	VSlow
1	Colon/Rectum	1	1	1	10.648486277022435	0.9378	0.9378	9.986150430591639	9.986150430591639	0.6623358464307958	0.6623358464307958	1	1	incident	cfdna	VSlow
1	Colon/Rectum	1	1	2	16.414574351962763	0.9378	0.9378	15.393587827270679	15.393587827270679	1.0209865246920844	1.0209865246920844	1	1	incident	soc	VSlow
1	Colon/Rectum	2	1	1	11.268957134596429	0.9378	0.8396	9.461416410207162	10.56802800082453	1.807540724389267	0.7009291337718982	1	1	incident	cfdna	VSlow
1	Colon/Rectum	2	2	1	4.586945190099321	0.8396	0.8396	3.8511991816073903	3.8511991816073903	0.7357460084919311	0.7357460084919311	1	1	incident	cfdna	VSlow
1	Colon/Rectum	2	2	2	9.616513108136843	0.8396	0.8396	8.074024405591693	8.074024405591693	1.5424887025451495	1.5424887025451495	1	1	incident	soc	VSlow
1	Colon/Rectum	3	1	1	12.129033654843163	0.9378	0.7082	8.589781634359928	11.374607761511918	3.539252020483234	0.7544258933312451	1	1	incident	cfdna	VSlow
1	Colon/Rectum	3	2	1	6.1462015617144425	0.8396	0.7082	4.352739946006168	5.160350831215446	1.7934616157082741	0.9858507304989965	1	1	incident	cfdna	VSlow
1	Colon/Rectum	3	3	1	1.061094031840725	0.7082	0.7082	0.7514667933496014	0.7514667933496014	0.3096272384911235	0.3096272384911235	1	1	incident	cfdna	VSlow
1	Colon/Rectum	3	3	2	8.080208090842996	0.7082	0.7082	5.7224033699350105	5.7224033699350105	2.357804720907986	2.357804720907986	1	1	incident	soc	VSlow
1	Colon/Rectum	4	1	1	9.846898797143018	0.9378	0.1327	1.3066834703808785	9.234421691960721	8.540215326762139	0.612477105182296	1	1	incident	cfdna	VSlow
1	Colon/Rectum	4	2	1	4.989764765050202	0.8396	0.1327	0.6621417843221619	4.18940649673615	4.32762298072804	0.8003582683140523	1	1	incident	cfdna	VSlow
1	Colon/Rectum	4	3	1	1.2595299634914394	0.7082	0.1327	0.16713962615531403	0.8919991201446374	1.0923903373361254	0.36753084334680197	1	1	incident	cfdna	VSlow
1	Colon/Rectum	4	4	1	2.0224244021014997	0.1327	0.1327	0.268375718158869	0.268375718158869	1.7540486839426306	1.7540486839426306	1	1	incident	cfdna	VSlow
1	Colon/Rectum	4	4	2	4.139368671154722	0.1327	0.1327	0.5492942226622317	0.5492942226622317	3.5900744484924902	3.5900744484924902	1	1	incident	soc	VSlow
1	Esophagus	1	1	1	0.28457171211594046	0.5811	0.5811	0.165364621910573	0.165364621910573	0.11920709020536747	0.11920709020536747	1	1	incident	cfdna	VSlow
1	Esophagus	1	1	2	1.8851399157910365	0.5811	0.5811	1.0954548050661712	1.0954548050661712	0.7896851107248652	0.7896851107248652	1	1	incident	soc	VSlow
1	Esophagus	2	1	1	0.3767259443292639	0.5811	0.3792	0.14285447808965684	0.21891544624973522	0.23387146623960703	0.15781049807952865	1	1	incident	cfdna	VSlow
1	Esophagus	2	2	1	0.9730044447870906	0.3792	0.3792	0.36896328546326473	0.36896328546326473	0.6040411593238258	0.6040411593238258	1	1	incident	cfdna	VSlow
1	Esophagus	2	2	2	1.2049300759999246	0.3792	0.3792	0.4569094848191714	0.4569094848191714	0.7480205911807533	0.7480205911807533	1	1	incident	soc	VSlow
1	Esophagus	3	1	1	0.4231716086986252	0.5811	0.226	0.0956367835658893	0.24590502181477109	0.3275348251327359	0.1772665868838541	1	1	incident	cfdna	VSlow
1	Esophagus	3	2	1	1.3606505142411687	0.3792	0.226	0.3075070162185041	0.5159586750002512	1.0531434980226646	0.8446918392409175	1	1	incident	cfdna	VSlow
1	Esophagus	3	3	1	0.396447770347631	0.226	0.226	0.0895971960985646	0.0895971960985646	0.3068505742490664	0.3068505742490664	1	1	incident	cfdna	VSlow
1	Esophagus	3	3	2	0.6893487113637379	0.226	0.226	0.15579280876820475	0.15579280876820475	0.5335559025955331	0.5335559025955331	1	1	incident	soc	VSlow
1	Esophagus	4	1	1	0.7293689515781182	0.5811	0.0441	0.03216517076459501	0.42383629776204446	0.6972037808135232	0.30553265381607375	1	1	incident	cfdna	VSlow
1	Esophagus	4	2	1	2.3451862521880305	0.3792	0.0441	0.10342271372149214	0.8892946268297011	2.241763538466538	1.4558916253583294	1	1	incident	cfdna	VSlow
1	Esophagus	4	3	1	0.99907499058211	0.226	0.0441	0.04405920708467105	0.22579094787155687	0.955015783497439	0.7732840427105532	1	1	incident	cfdna	VSlow
1	Esophagus	4	4	1	0.3771586608152996	0.0441	0.0441	0.01663269694195471	0.01663269694195471	0.36052596387334485	0.36052596387334485	1	1	incident	cfdna	VSlow
1	Esophagus	4	4	2	0.4952204471620231	0.0441	0.0441	0.02183922171984522	0.02183922171984522	0.47338122544217787	0.47338122544217787	1	1	incident	soc	VSlow
1	Gallbladder	1	1	1	0	0.5271	0.5271	0	0	0	0	1	1	incident	cfdna	VSlow
1	Gallbladder	1	1	2	1.7997751124437782	0.5271	0.5271	0.9486614617691155	0.9486614617691155	0.8511136506746627	0.8511136506746627	1	1	incident	soc	VSlow
1	Gallbladder	2	1	1	0	0.5271	0.2403	0	0	0	0	1	1	incident	cfdna	VSlow
1	Gallbladder	2	2	1	1.041080466626907	0.2403	0.2403	0.25017163613044574	0.25017163613044574	0.7909088304964612	0.7909088304964612	1	1	incident	cfdna	VSlow
1	Gallbladder	2	2	2	1.154871557361099	0.2403	0.2403	0.2775156352338721	0.2775156352338721	0.877355922127227	0.877355922127227	1	1	incident	soc	VSlow
1	Gallbladder	3	1	1	0	0.5271	0.2129	0	0	0	0	1	1	incident	cfdna	VSlow
1	Gallbladder	3	2	1	0.4275661505800892	0.2403	0.2129	0.09102883345850099	0.10274414598439544	0.3365373171215882	0.32482200459569377	1	1	incident	cfdna	VSlow
1	Gallbladder	3	3	1	0.05004786378243933	0.2129	0.2129	0.010655190199281333	0.010655190199281333	0.039392673583158	0.039392673583158	1	1	incident	cfdna	VSlow
1	Gallbladder	3	3	2	0.24682376674691683	0.2129	0.2129	0.052548779940418594	0.052548779940418594	0.19427498680649824	0.19427498680649824	1	1	incident	soc	VSlow
1	Gallbladder	4	1	1	0	0.5271	0.0215	0	0	0	0	1	1	incident	cfdna	VSlow
1	Gallbladder	4	2	1	1.6701802757034732	0.2403	0.0215	0.03590887592762467	0.40134432025154465	1.6342713997758485	1.2688359554519286	1	1	incident	cfdna	VSlow
1	Gallbladder	4	3	1	0.2858425898620147	0.2129	0.0215	0.006145615682033316	0.06085588738162293	0.2796969741799814	0.2249867024803918	1	1	incident	cfdna	VSlow
1	Gallbladder	4	4	1	0.37777824172296137	0.0215	0.0215	0.00812223219704367	0.00812223219704367	0.3696560095259177	0.3696560095259177	1	1	incident	cfdna	VSlow
1	Gallbladder	4	4	2	0.49603397517032133	0.0215	0.0215	0.010664730466161908	0.010664730466161908	0.48536924470415943	0.48536924470415943	1	1	incident	soc	VSlow
1	Head and Neck	1	1	1	7.945710914956534	0.8883	0.8883	7.0581750057558885	7.0581750057558885	0.887535909200645	0.887535909200645	1	1	incident	cfdna	VSlow
1	Head and Neck	1	1	2	2.5312652626287395	0.8883	0.8883	2.2485229327931093	2.2485229327931093	0.28274232983563025	0.28274232983563025	1	1	incident	soc	VSlow
1	Head and Neck	2	1	1	4.610523853751153	0.8883	0.7862	3.6247938538191566	4.095528339287149	0.9857299999319965	0.5149955144640039	1	1	incident	cfdna	VSlow
1	Head and Neck	2	2	1	0.5283843503732815	0.7862	0.7862	0.41541577626347387	0.41541577626347387	0.11296857410980757	0.11296857410980757	1	1	incident	cfdna	VSlow
1	Head and Neck	2	2	2	0.5832222777380445	0.7862	0.7862	0.45852935475765055	0.45852935475765055	0.1246929229803939	0.1246929229803939	1	1	incident	soc	VSlow
1	Head and Neck	3	1	1	5.605871162300282	0.8883	0.6851	3.8405823332919233	4.979695353471341	1.7652888290083586	0.6261758088289416	1	1	incident	cfdna	VSlow
1	Head and Neck	3	2	1	0.7223462425062861	0.7862	0.6851	0.4948794107410566	0.5679086158584421	0.22746683176522947	0.15443762664784397	1	1	incident	cfdna	VSlow
1	Head and Neck	3	3	1	0.08361654684911138	0.6851	0.6851	0.057285696246326206	0.057285696246326206	0.02633085060278517	0.02633085060278517	1	1	incident	cfdna	VSlow
1	Head and Neck	3	3	2	0.5456240884092902	0.6851	0.6851	0.37380706296920474	0.37380706296920474	0.17181702544008548	0.17181702544008548	1	1	incident	soc	VSlow
1	Head and Neck	4	1	1	16.028847695220406	0.8883	0.5483	8.78861719128935	14.238425407664288	7.240230503931057	1.7904222875561198	1	1	incident	cfdna	VSlow
1	Head and Neck	4	2	1	2.065402070281793	0.7862	0.5483	1.1324599551355072	1.6238191076555457	0.9329421151462859	0.4415829626262473	1	1	incident	cfdna	VSlow
1	Head and Neck	4	3	1	0.29764061416415283	0.6851	0.5483	0.163196348746205	0.20391358476386112	0.13444426541794782	0.09372702940029172	1	1	incident	cfdna	VSlow
1	Head and Neck	4	4	1	0.034839701163431595	0.5483	0.5483	0.019102608147909542	0.019102608147909542	0.015737093015522053	0.015737093015522053	1	1	incident	cfdna	VSlow
1	Head and Neck	4	4	2	1.4667052196574932	0.5483	0.5483	0.8041944719382036	0.8041944719382036	0.6625107477192896	0.6625107477192896	1	1	incident	soc	VSlow
1	Kidney	1	1	1	0	0.9583	0.9583	0	0	0	0	1	1	incident	cfdna	VSlow
1	Kidney	1	1	2	25.24491264667536	0.9583	0.9583	24.192199789308997	24.192199789308997	1.0527128573663616	1.0527128573663616	1	1	incident	soc	VSlow
1	Kidney	2	1	1	0	0.9583	0.8695	0	0	0	0	1	1	incident	cfdna	VSlow
1	Kidney	2	2	1	0.5288042044681822	0.8695	0.8695	0.45979525578508446	0.45979525578508446	0.06900894868309775	0.06900894868309775	1	1	incident	cfdna	VSlow
1	Kidney	2	2	2	2.8174174382958337	0.8695	0.8695	2.4497444625982276	2.4497444625982276	0.36767297569760615	0.36767297569760615	1	1	incident	soc	VSlow
1	Kidney	3	1	1	0	0.9583	0.7654	0	0	0	0	1	1	incident	cfdna	VSlow
1	Kidney	3	2	1	1.099974236155282	0.8695	0.7654	0.8419202803532528	0.9564275983370177	0.25805395580202917	0.14354663781826424	1	1	incident	cfdna	VSlow
1	Kidney	3	3	1	0.7330660244983249	0.7654	0.7654	0.5610887351510179	0.5610887351510179	0.17197728934730705	0.17197728934730705	1	1	incident	cfdna	VSlow
1	Kidney	3	3	2	3.7581148892812037	0.7654	0.7654	2.876461136255833	2.876461136255833	0.8816537530253705	0.8816537530253705	1	1	incident	soc	VSlow
1	Kidney	4	1	1	0	0.9583	0.1411	0	0	0	0	1	1	incident	cfdna	VSlow
1	Kidney	4	2	1	1.2645537146709398	0.8695	0.1411	0.1784285291400696	1.0995294549063823	1.0861251855308702	0.1650242597645576	1	1	incident	cfdna	VSlow
1	Kidney	4	3	1	1.2321943657461158	0.7654	0.1411	0.17386262500677696	0.943121567542077	1.0583317407393389	0.2890727982040388	1	1	incident	cfdna	VSlow
1	Kidney	4	4	1	1.1942294012853834	0.1411	0.1411	0.1685057685213676	0.1685057685213676	1.0257236327640158	1.0257236327640158	1	1	incident	cfdna	VSlow
1	Kidney	4	4	2	2.7367330789233764	0.1411	0.1411	0.3861530374360884	0.3861530374360884	2.350580041487288	2.350580041487288	1	1	incident	soc	VSlow
1	Liver/Bile-duct	1	1	1	5.122951441697085	0.4277	0.4277	2.1910863316138434	2.1910863316138434	2.931865110083242	2.931865110083242	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	1	1	2	4.527005944666552	0.4277	0.4277	1.9362004425338843	1.9362004425338843	2.590805502132668	2.590805502132668	1	1	incident	soc	VSlow
1	Liver/Bile-duct	2	1	1	2.850948304679539	0.4277	0.3649	1.0403110363775638	1.219350589911439	1.8106372683019754	1.6315977147681004	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	2	2	1	0.9366045304361795	0.3649	0.3649	0.34176699315616194	0.34176699315616194	0.5948375372800176	0.5948375372800176	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	2	2	2	1.2671867482176153	0.3649	0.3649	0.46239644442460787	0.46239644442460787	0.8047903037930075	0.8047903037930075	1	1	incident	soc	VSlow
1	Liver/Bile-duct	3	1	1	3.481379133724154	0.4277	0.0875	0.3046206742008635	1.4889858554938207	3.1767584595232905	1.9923932782303335	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	3	2	1	1.4238328461347	0.3649	0.0875	0.12458537403678625	0.5195566055545521	1.2992474720979137	0.904276240580148	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	3	3	1	0.16666378345346683	0.0875	0.0875	0.014583081052178346	0.014583081052178346	0.1520807024012885	0.1520807024012885	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	3	3	2	1.1006195018391935	0.0875	0.0875	0.09630420641092943	0.09630420641092943	1.0043152954282641	1.0043152954282641	1	1	incident	soc	VSlow
1	Liver/Bile-duct	4	1	1	3.0190631924247695	0.4277	0.0201	0.06068317016773787	1.291253327400074	2.958380022257032	1.7278098650246956	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	4	2	1	1.234752427935726	0.3649	0.0201	0.024818523801508095	0.45056116095374643	1.2099339041342179	0.7841912669819796	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	4	3	1	0.21132139863817975	0.0875	0.0201	0.004247560112627413	0.01849062238084073	0.20707383852555233	0.19283077625733902	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	4	4	1	0.3837697473523466	0.0201	0.0201	0.0077137719217821666	0.0077137719217821666	0.3760559754305644	0.3760559754305644	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	4	4	2	0.5039009988004933	0.0201	0.0201	0.010128410075889915	0.010128410075889915	0.4937725887246034	0.4937725887246034	1	1	incident	soc	VSlow
1	Lung	1	1	1	5.421996157258217	0.6632	0.6632	3.5958678514936495	3.5958678514936495	1.8261283057645674	1.8261283057645674	1	1	incident	cfdna	VSlow
1	Lung	1	1	2	31.5333752366485	0.6632	0.6632	20.912934456945287	20.912934456945287	10.620440779703214	10.620440779703214	1	1	incident	soc	VSlow
1	Lung	2	1	1	1.2471635488362491	0.6632	0.4188	0.5223120942526212	0.8271188655882005	0.7248514545836279	0.42004468324804867	1	1	incident	cfdna	VSlow
1	Lung	2	2	1	2.9517485395422396	0.4188	0.4188	1.23619228836029	1.23619228836029	1.7155562511819495	1.7155562511819495	1	1	incident	cfdna	VSlow
1	Lung	2	2	2	3.361389879807006	0.4188	0.4188	1.407750081663174	1.407750081663174	1.9536397981438316	1.9536397981438316	1	1	incident	soc	VSlow
1	Lung	3	1	1	6.6255563531925725	0.6632	0.1986	1.315835491744045	4.394068973437315	5.309720861448528	2.2314873797552583	1	1	incident	cfdna	VSlow
1	Lung	3	2	1	19.521764698354396	0.4188	0.1986	3.877022469093183	8.175715055670821	15.644742229261213	11.346049642683573	1	1	incident	cfdna	VSlow
1	Lung	3	3	1	3.889388412724012	0.1986	0.1986	0.7724325387669888	0.7724325387669888	3.1169558739570236	3.1169558739570236	1	1	incident	cfdna	VSlow
1	Lung	3	3	2	10.127394741714456	0.1986	0.1986	2.011300595704491	2.011300595704491	8.116094146009965	8.116094146009965	1	1	incident	soc	VSlow
1	Lung	4	1	1	12.92481991744543	0.6632	0.0486	0.6281462479878478	8.571740569249808	12.296673669457581	4.35307934819562	1	1	incident	cfdna	VSlow
1	Lung	4	2	1	38.08212922004565	0.4188	0.0486	1.8507914800942185	15.948795717355118	36.231337739951435	22.13333350269053	1	1	incident	cfdna	VSlow
1	Lung	4	3	1	11.093403835586937	0.1986	0.0486	0.5391394264095251	2.2031500017475656	10.554264409177412	8.89025383383937	1	1	incident	cfdna	VSlow
1	Lung	4	4	1	4.149316768293959	0.0486	0.0486	0.2016567949390864	0.2016567949390864	3.9476599733548725	3.9476599733548725	1	1	incident	cfdna	VSlow
1	Lung	4	4	2	12.100552690550376	0.0486	0.0486	0.5880868607607482	0.5880868607607482	11.512465829789628	11.512465829789628	1	1	incident	soc	VSlow
1	Lymphoma	1	1	1	2.5702696569134202	0.8527	0.8527	2.1916689364500734	2.1916689364500734	0.37860072046334675	0.37860072046334675	1	1	incident	cfdna	VSlow
1	Lymphoma	1	1	2	11.954361081609534	0.8527	0.8527	10.19348369428845	10.19348369428845	1.7608773873210841	1.7608773873210841	1	1	incident	soc	VSlow
1	Lymphoma	2	1	1	1.4885251872964544	0.8527	0.7964	1.1854614591628962	1.2692654272076866	0.30306372813355814	0.2192597600887677	1	1	incident	cfdna	VSlow
1	Lymphoma	2	2	1	3.5015499910273853	0.7964	0.7964	2.7886344128542095	2.7886344128542095	0.7129155781731756	0.7129155781731756	1	1	incident	cfdna	VSlow
1	Lymphoma	2	2	2	2.9274031982563344	0.7964	0.7964	2.331383907091345	2.331383907091345	0.5960192911649898	0.5960192911649898	1	1	incident	soc	VSlow
1	Lymphoma	3	1	1	1.7056452707169751	0.8527	0.7265	1.2391512891758825	1.4544037223403647	0.4664939815410926	0.2512415483766104	1	1	incident	cfdna	VSlow
1	Lymphoma	3	2	1	4.511235410247008	0.7964	0.7265	3.2774125255444515	3.5927478807207174	1.2338228847025565	0.9184875295262909	1	1	incident	cfdna	VSlow
1	Lymphoma	3	3	1	0.530593040326685	0.7265	0.7265	0.3854758437973366	0.3854758437973366	0.14511719652934832	0.14511719652934832	1	1	incident	cfdna	VSlow
1	Lymphoma	3	3	2	2.3248682614105958	0.7265	0.7265	1.6890167919147978	1.6890167919147978	0.6358514694957978	0.6358514694957978	1	1	incident	soc	VSlow
1	Lymphoma	4	1	1	3.48853518649702	0.8527	0.6591	2.299293541420186	2.9746739535260094	1.1892416450768342	0.513861232971011	1	1	incident	cfdna	VSlow
1	Lymphoma	4	2	1	9.226774015327726	0.7964	0.6591	6.081366753502504	7.348202825807	3.1454072618252216	1.8785711895207249	1	1	incident	cfdna	VSlow
1	Lymphoma	4	3	1	1.3510042529974422	0.7265	0.6591	0.8904469031506141	0.9815045898026418	0.460557349846828	0.3694996631948004	1	1	incident	cfdna	VSlow
